v(g),n,v,l,d,i,e,t,n1,n2,N1,N2,result
2,31,131.6857529,0.29,3.46,38.04,455.84,25.32,6,13,16,15,0
2,26,104,0.19,5.14,20.22,534.86,29.71,9,7,18,8,0
2,37,159.9113395,0.17,6,26.65,959.47,53.3,10,10,25,12,0
1,21,66.56842503,0.25,4,16.64,266.27,14.79,4,5,11,10,0
2,9,25.2661943,0.27,3.75,6.74,94.75,5.26,5,2,6,3,0
2,143,775.9558599,0.06,15.69,49.46,12174.48,676.36,14,29,78,65,0
2,78,403.2541501,0.11,9.33,43.24,3760.78,208.93,13,23,45,33,0
1,8,22.45883938,0.5,2,11.23,44.92,2.5,4,3,5,3,0
1,8,20.67970001,0.67,1.5,13.79,31.02,1.72,3,3,5,3,0
1,17,60.94436251,0.5,2,30.47,121.89,6.77,4,8,9,8,0
2,19,65.72920075,0.28,3.6,18.26,236.63,13.15,6,5,13,6,0
3,60,294.4134357,0.1,9.94,29.62,2926.82,162.6,13,17,34,26,0
4,119,694.1139117,0.07,14.58,47.6,10122.49,562.36,21,36,69,50,0
1,33,147.1612434,0.21,4.85,30.37,713.17,39.62,9,13,19,14,0
5,53,196.1233051,0.1,10.29,19.07,2017.27,112.07,6,7,29,24,0
2,23,92,0.33,3,30.67,276,15.33,6,10,13,10,0
2,10,30,0.4,2.5,12,75,4.17,5,3,7,3,0
1,27,105.4860461,0.5,2,52.74,210.97,11.72,4,11,16,11,0
1,21,77.70923408,0.5,2,38.85,155.42,8.63,4,9,12,9,0
1,29,116,0.5,2,58,232,12.89,4,12,17,12,0
1,23,87.56916321,0.5,2,43.78,175.14,9.73,4,10,13,10,0
1,9,25.2661943,0.5,2,12.63,50.53,2.81,4,3,6,3,0
2,14,46.50699333,0.17,5.83,7.97,271.29,15.07,7,3,9,5,0
3,24,88.81055324,0.23,4.29,20.72,380.62,21.15,6,7,14,10,0
1,14,46.50699333,0.33,3,15.5,139.52,7.75,5,5,8,6,0
2,75,371.5647233,0.07,14.4,25.8,5350.53,297.25,16,15,48,27,0
2,75,371.5647233,0.07,14.4,25.8,5350.53,297.25,16,15,48,27,0
2,75,371.5647233,0.07,14.4,25.8,5350.53,297.25,16,15,48,27,0
3,28,106.6059378,0.08,12.6,8.46,1343.23,74.62,9,5,14,14,0
1,5,11.60964047,0.67,1.5,7.74,17.41,0.97,3,2,3,2,0
1,44,157.73835,0.19,5.25,30.05,828.13,46.01,4,8,23,21,0
1,17,60.94436251,0.5,2,30.47,121.89,6.77,4,8,9,8,0
1,19,72.33974352,0.25,4,18.08,289.36,16.07,7,7,11,8,0
1,5,11.60964047,0.67,1.5,7.74,17.41,0.97,3,2,3,2,0
1,5,11.60964047,0.67,1.5,7.74,17.41,0.97,3,2,3,2,0
1,20,71.69925001,0.29,3.5,20.49,250.95,13.94,6,6,13,7,0
2,10,28.07354922,0.38,2.67,10.53,74.86,4.16,4,3,6,4,0
5,75,393.5945635,0.11,9.46,41.62,3722.04,206.78,15,23,46,29,0
8,85,446.0738386,0.1,10.5,42.48,4683.78,260.2,14,24,49,36,0
8,60,302.6636472,0.11,8.75,34.59,2648.31,147.13,15,18,39,21,0
2,88,477.5112984,0.15,6.87,69.46,3282.89,182.38,11,32,48,40,0
3,89,476.8221284,0.12,8.48,56.21,4044.77,224.71,12,29,48,41,0
2,27,102.7985829,0.22,4.5,22.84,462.59,25.7,7,7,18,9,0
26,595,4027.069673,0.03,38.52,104.53,155140.4,8618.91,27,82,361,234,0
9,88,435.9692753,0.07,13.59,32.07,5926.46,329.25,15,16,59,29,0
8,79,375.6361127,0.08,13,28.9,4883.27,271.29,13,14,51,28,0
44,540,3384.064732,0.02,40.68,83.2,137649.97,7647.22,23,54,349,191,0
5,68,340,0.11,8.89,38.22,3024.21,168.01,13,19,42,26,0
17,383,2378.220639,0.03,38.46,61.84,91462.4,5081.24,26,48,241,142,0
43,737,4807.865162,0.01,76.45,62.89,367569.05,20420.5,30,62,421,316,0
9,103,536.5736967,0.04,27.87,19.26,14952.52,830.7,22,15,65,38,0
8,224,1207.879103,0.03,30.38,39.77,36689.33,2038.3,18,24,143,81,0
7,65,294.0315271,0.08,12.55,23.44,3688.76,204.93,12,11,42,23,0
9,90,437.2182896,0.07,14,31.23,6121.06,340.06,14,15,60,30,0
5,29,123.1898979,0.15,6.87,17.92,846.93,47.05,11,8,19,10,0
1,92,410.2677089,0.09,11.14,36.82,4571.55,253.98,8,14,53,39,0
2,33,142.6236271,0.19,5.32,26.82,758.5,42.14,9,11,20,13,0
1,22,85.9515931,0.19,5.25,16.37,451.25,25.07,9,6,15,7,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,17,64.72503367,0.25,4,16.18,258.89,14.38,8,6,11,6,0
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,0
5,30,129.6578428,0.12,8.25,15.72,1069.68,59.43,12,8,19,11,0
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,0
1,24,91.37651813,0.24,4.13,22.15,376.93,20.94,6,8,13,11,0
1,4,8,0.67,1.5,5.33,12,0.67,3,1,3,1,0
1,4,8,0.67,1.5,5.33,12,0.67,3,1,3,1,0
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,0
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,0
4,41,185.4660402,0.06,16.88,10.99,3129.74,173.87,15,8,23,18,0
16,224,1230.175094,0.02,51.75,23.77,63661.56,3536.75,23,22,125,99,0
13,182,993.6165546,0.02,42.71,23.26,42441.62,2357.87,23,21,104,78,0
4,53,262.5724045,0.1,10.13,25.91,2660.73,147.82,16,15,34,19,0
8,128,685.7666566,0.08,13.23,51.83,9074.16,504.12,13,28,71,57,0
7,121,648.2637926,0.08,12.54,51.71,8126.45,451.47,13,28,67,54,0
3,92,432.4404541,0.04,26.4,16.37,11416.43,634.25,16,10,59,33,0
1,44,186.9088106,0.11,8.94,20.91,1670.5,92.81,11,8,31,13,0
3,46,205.1338545,0.08,13,15.78,2666.74,148.15,13,9,28,18,0
2,57,279.6927639,0.13,7.67,36.48,2144.31,119.13,12,18,34,23,0
9,368,2021.001939,0.02,48.13,41.99,97260.72,5403.37,21,24,258,110,0
1,19,68.11428751,0.35,2.86,23.84,194.61,10.81,5,7,11,8,0
4,244,1384.071783,0.04,28,49.43,38754.01,2153,17,34,132,112,0
2,36,152.9253905,0.17,5.82,26.28,889.75,49.43,8,11,20,16,0
6,112,569.7958382,0.06,16.1,35.4,9171,509.5,13,21,60,52,0
1,31,136.1618401,0.12,8.25,16.5,1123.34,62.41,11,10,16,15,0
3,41,187.9834625,0.16,6.07,30.96,1141.33,63.41,10,14,24,17,0
5,81,418.7639251,0.07,15.21,27.53,6369.62,353.87,17,19,47,34,0
1,15,51.89147428,0.23,4.38,11.86,227.03,12.61,7,4,10,5,0
6,104,510.3166219,0.06,18,28.35,9185.7,510.32,15,15,68,36,0
12,152,824.7922427,0.04,23.04,35.8,19003.21,1055.73,18,25,88,64,0
4,118,600.3206153,0.08,12.55,47.85,7531.29,418.41,12,22,72,46,0
3,33,132,0.1,9.9,13.33,1306.8,72.6,11,5,24,9,0
1,14,50.18947501,0.22,4.5,11.15,225.85,12.55,9,3,11,3,0
1,17,60.94436251,0.22,4.5,13.54,274.25,15.24,9,3,14,3,0
13,210,1202.863295,0.03,32.29,37.25,38840.84,2157.82,22,31,119,91,0
3,17,60.94436251,0.17,6,10.16,365.67,20.31,8,4,11,6,0
9,176,1008.114,0.03,29.13,34.6,29369.72,1631.65,23,30,100,76,0
1,15,51.89147428,0.25,4,12.97,207.57,11.53,8,3,12,3,0
3,36,158.1234272,0.12,8.67,18.25,1370.4,76.13,12,9,23,13,0
20,228,1341.564703,0.02,43.93,30.27,58423.84,3245.77,28,29,139,91,0
4,88,418.4301002,0.07,14.4,29.06,6025.39,334.74,12,15,52,36,0
5,82,420.6012074,0.07,14.32,29.38,6021.24,334.51,16,19,48,34,0
3,25,100,0.15,6.67,15,666.67,37.04,10,6,17,8,0
1,14,50.18947501,0.29,3.5,14.34,175.66,9.76,7,5,9,5,0
5,109,572.024099,0.05,20.7,27.63,11840.9,657.83,18,20,63,46,0
7,133,758.1584825,0.05,20.66,36.69,15664.53,870.25,21,31,72,61,0
37,567,3822.411781,0.02,49.6,77.06,189602.1,10533.45,34,73,354,213,0
7,96,540,0.05,18.28,25.51,8525.76,473.65,14,18,58,50,0
1,13,41.20902502,0.42,2.4,17.17,98.9,5.49,4,5,7,6,0
4,184,992.1864058,0.03,33.87,29.29,33604.92,1866.94,19,23,102,82,0
10,152,814.3479047,0.05,19.84,41.05,16156.66,897.59,16,25,90,62,0
9,258,1581.355018,0.03,31.94,49.5,50515.51,2806.42,25,45,143,115,0
13,370,2139.103094,0.02,58.28,36.71,124658.08,6925.45,26,29,240,130,0
7,101,533.8256241,0.05,18.93,28.2,10106.29,561.46,17,22,52,49,0
7,118,627.9875152,0.08,13.2,47.57,8289.44,460.52,15,25,74,44,0
3,62,291.4272625,0.05,18.41,15.83,5364.91,298.05,15,11,35,27,0
11,178,977.5498511,0.04,23.17,42.19,22652.19,1258.45,16,29,94,84,0
18,466,3039.979872,0.03,35.5,85.63,107919.29,5995.52,23,69,253,213,0
11,110,559.6209125,0.03,39.42,14.2,22058.39,1225.47,22,12,67,43,0
10,280,1626.059378,0.05,18.67,87.11,30353.11,1686.28,14,42,168,112,0
31,397,2295.199806,0.02,49.1,46.74,112701.06,6261.17,21,34,238,159,0
21,312,1795.524901,0.02,49.34,36.39,88588.88,4921.6,23,31,179,133,0
13,179,994.2714045,0.03,31.24,31.83,31061.04,1725.61,22,25,108,71,0
5,96,503.8010413,0.06,17.81,28.29,8972.46,498.47,17,21,52,44,0
6,103,548.1585938,0.05,19.9,27.54,10910.97,606.16,19,21,59,44,0
6,100,532.1928095,0.05,18.82,28.28,10014.9,556.38,18,22,54,46,0
6,194,1180.967791,0.05,20.11,58.74,23744.99,1319.17,21,47,104,90,0
5,163,900.3405988,0.07,13.41,67.13,12075.16,670.84,12,34,87,76,0
5,131,692.3876907,0.08,13.33,51.93,9231.84,512.88,12,27,71,60,0
1,11,38.05374781,0.29,3.5,10.87,133.19,7.4,7,4,7,4,0
4,58,269.343659,0.08,12.09,22.28,3256.61,180.92,14,11,39,19,0
15,356,2159.527752,0.03,34.04,63.44,73515.84,4084.21,20,47,196,160,0
2,78,396.8221016,0.09,11.14,35.61,4421.73,245.65,13,21,42,36,0
1,11,34.86917502,0.5,2,17.43,69.74,3.87,4,5,6,5,0
4,150,787.189127,0.06,15.46,50.91,12171.15,676.18,12,26,83,67,0
1,11,34.86917502,0.5,2,17.43,69.74,3.87,4,5,6,5,0
2,105,525,0.11,9,58.33,4725,262.5,9,23,59,46,0
5,105,546.9926034,0.06,16,34.19,8751.88,486.22,16,21,63,42,0
5,106,552.2020568,0.06,16,34.51,8835.23,490.85,16,21,64,42,0
30,453,2838.854303,0.03,34.13,83.19,96875.9,5381.99,21,56,271,182,0
12,222,1197.094468,0.04,24.72,48.42,29594.84,1644.16,15,27,133,89,0
2,13,44.97261104,0.33,3,14.99,134.92,7.5,6,5,8,5,0
2,13,44.97261104,0.33,3,14.99,134.92,7.5,6,5,8,5,0
26,390,1950,0.01,133.33,14.63,260000,14444.44,20,12,230,160,0
1,10,30,0.5,2,15,60,3.33,4,4,6,4,0
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,0
2,20,71.69925001,0.17,6,11.95,430.2,23.9,8,4,14,6,0
5,105,546.9926034,0.06,16,34.19,8751.88,486.22,16,21,63,42,0
2,29,116,0.12,8.33,13.92,966.67,53.7,10,6,19,10,0
7,328,2067.640085,0.03,29.16,70.9,60293.86,3349.66,23,56,186,142,0
8,304,1893.560882,0.03,28.75,65.86,54439.88,3024.44,23,52,174,130,0
10,180,988.5335573,0.04,27.04,36.56,26728.43,1484.91,19,26,106,74,0
4,81,397.4581382,0.09,11.33,35.07,4504.53,250.25,12,18,47,34,0
11,91,499.7586318,0.11,9.33,53.55,4664.41,259.13,18,27,63,28,0
2,77,377.8305759,0.07,14.88,25.4,5620.23,312.23,14,16,43,34,0
1,41,177.1990519,0.2,5.12,34.64,906.44,50.36,7,13,22,19,0
3,31,140.2304206,0.07,13.71,10.23,1923.16,106.84,16,7,19,12,0
1,41,177.1990519,0.2,5.12,34.64,906.44,50.36,7,13,22,19,0
3,31,140.2304206,0.07,13.71,10.23,1923.16,106.84,16,7,19,12,0
2,34,141.77745,0.15,6.5,21.81,921.55,51.2,9,9,21,13,0
1,28,106.6059378,0.24,4.13,25.84,439.75,24.43,6,8,17,11,0
1,28,106.6059378,0.24,4.13,25.84,439.75,24.43,6,8,17,11,0
1,5,11.60964047,0.67,1.5,7.74,17.41,0.97,3,2,3,2,0
6,147,776.9541262,0.07,14.44,53.79,11222.67,623.48,12,27,82,65,0
1,18,68.5323886,0.29,3.5,19.58,239.86,13.33,7,7,11,7,0
7,227,1191.279546,0.04,22.85,52.14,27216.16,1512.01,12,26,128,99,0
5,61,299.3203263,0.07,13.71,21.83,4104.96,228.05,16,14,37,24,0
1,19,74.23092132,0.19,5.25,14.14,389.71,21.65,9,6,12,7,0
1,11,36.54120904,0.33,3,12.18,109.62,6.09,6,4,7,4,0
3,25,95.18387305,0.22,4.5,21.15,428.33,23.8,7,7,16,9,0
3,62,284.267675,0.07,15.36,18.5,4367.39,242.63,13,11,36,26,0
4,77,353.0421126,0.05,21.86,16.14,7718.78,428.82,13,11,40,37,0
2,63,262.7052751,0.07,13.75,19.11,3612.2,200.68,10,8,41,22,0
7,86,399.3716323,0.04,25.5,15.66,10183.98,565.78,15,10,52,34,0
5,183,938.6587921,0.05,21.86,42.93,20522.49,1140.14,13,22,109,74,0
14,353,2177.983526,0.02,41.26,52.79,89865.49,4992.53,26,46,207,146,0
2,26,96.21143267,0.11,9,10.69,865.9,48.11,9,4,18,8,0
9,113,559.8241831,0.08,12.14,46.1,6797.87,377.66,10,21,62,51,0
5,62,276.4847604,0.11,9.35,29.58,2584.07,143.56,9,13,35,27,0
5,123,650.1044729,0.06,17.81,36.5,11579.99,643.33,15,24,66,57,0
4,85,394.7277761,0.05,19.5,20.24,7697.19,427.62,13,12,49,36,0
2,43,175.7609022,0.08,12.86,13.67,2259.78,125.54,10,7,25,18,0
2,26,96.21143267,0.13,7.58,12.69,729.6,40.53,7,6,13,13,0
2,43,186.9088106,0.07,15.17,12.04,2770.36,153.91,13,6,30,14,0
3,160,827.1880002,0.04,24.64,33.57,20384.28,1132.46,15,21,91,69,0
1,22,85.9515931,0.17,6,14.33,515.71,28.65,9,6,14,8,0
4,61,279.6827125,0.07,14.77,18.93,4131.68,229.54,13,11,36,25,0
7,70,312.1602133,0.04,24.5,12.74,7647.93,424.88,14,8,42,28,0
2,98,510.5264298,0.08,12.78,39.94,6525.86,362.55,14,23,56,42,0
1,49,196,0.09,10.93,17.93,2142,119,9,7,32,17,0
2,59,280.5383626,0.06,17,16.5,4769.15,264.95,17,10,39,20,0
1,98,430.4471074,0.07,13.88,31.02,5972.45,331.8,9,12,61,37,0
1,11,36.54120904,0.33,3,12.18,109.62,6.09,6,4,7,4,0
1,36,152.9253905,0.21,4.67,32.77,713.65,39.65,7,12,20,16,0
4,72,360,0.11,9.24,38.97,3325.26,184.74,13,19,45,27,0
1,51,194.175101,0.11,9,21.58,1747.58,97.09,7,7,33,18,0
3,131,682.4383909,0.06,16.7,40.85,11399.82,633.32,15,22,82,49,0
4,110,568.6917502,0.04,27.38,20.77,15572.12,865.12,19,17,61,49,0
3,60,275.09775,0.07,14.77,18.62,4063.94,225.77,13,11,35,25,0
2,38,140.6167093,0.09,11.2,12.56,1574.91,87.49,8,5,24,14,0
1,36,150.1173001,0.2,5.09,29.49,764.23,42.46,7,11,20,16,0
3,38,164.2332676,0.08,12.07,13.61,1982.53,110.14,13,7,25,13,0
2,88,423.0472331,0.04,23.33,18.13,9871.1,548.39,16,12,53,35,0
2,50,237.7443751,0.09,10.77,22.08,2560.32,142.24,14,13,30,20,0
1,24,96,0.17,5.83,16.46,560,31.11,10,6,17,7,0
2,85,354.4436251,0.05,18.75,18.9,6645.82,369.21,10,8,55,30,0
1,133,687.6000252,0.09,11.35,60.6,7801.62,433.42,10,26,74,59,0
3,83,422.2594158,0.05,18.37,22.99,7755.5,430.86,19,15,54,29,0
2,34,149.3387924,0.14,7.15,20.89,1067.77,59.32,11,10,21,13,0
5,80,396.3357048,0.06,16.39,24.18,6497.07,360.95,17,14,53,27,0
4,50,235.0219859,0.12,8.5,27.65,1997.69,110.98,13,13,33,17,0
3,37,157.173318,0.13,7.56,20.78,1188.62,66.03,11,8,26,11,0
3,80,339.8342011,0.04,22.29,15.25,7573.45,420.75,12,7,54,26,0
37,591,3401.138514,0.01,110.38,30.81,375433.37,20857.41,28,26,386,205,0
12,102,569.6661751,0.05,18.48,30.83,10526.44,584.8,25,23,68,34,0
8,171,944.5290945,0.05,21.69,43.55,20486.51,1138.14,17,29,97,74,0
5,51,236.8366657,0.09,10.62,22.31,2514.11,139.67,12,13,28,23,0
14,283,1698,0.03,34.2,49.65,58071.6,3226.2,24,40,169,114,0
5,65,312.4780699,0.08,12.13,25.75,3791.4,210.63,13,15,37,28,0
1,12,33.68825906,0.3,3.33,10.11,112.29,6.24,4,3,7,5,0
6,59,286.6208787,0.07,13.46,21.3,3857.44,214.3,17,12,40,19,0
2,24,96,0.08,12.1,7.93,1161.6,64.53,11,5,13,11,0
2,24,96,0.08,12.1,7.93,1161.6,64.53,11,5,13,11,0
5,67,325.4847267,0.07,13.53,24.05,4404.89,244.72,14,15,38,29,0
7,88,403.4767001,0.02,40.07,10.07,16167.89,898.22,17,7,55,33,0
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,0
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,0
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,0
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,0
2,265,1446.749379,0.04,25.14,57.54,36375.41,2020.86,16,28,177,88,0
1,46,198.8086924,0.12,8.5,23.39,1689.87,93.88,10,10,29,17,0
1,13,39,0.33,3,13,117,6.5,4,4,7,6,0
8,312,1892.619827,0.03,31.91,59.3,60402.76,3355.71,20,47,162,150,0
1,97,455.9426527,0.1,10,45.59,4559.43,253.3,8,18,52,45,0
3,102,490.350202,0.04,24.23,20.24,11881.56,660.09,15,13,60,42,0
1,22,85.9515931,0.3,3.33,25.79,286.51,15.92,6,9,12,10,0
1,75,368.0167947,0.15,6.64,55.4,2444.68,135.82,9,21,44,31,0
1,67,303.0786511,0.12,8.46,35.82,2564.51,142.47,10,13,45,22,0
1,27,114.6940429,0.2,5,22.94,573.47,31.86,10,9,18,9,0
3,58,284.5996545,0.11,9.19,30.98,2614.76,145.26,14,16,37,21,0
1,31,131.6857529,0.2,4.95,26.6,651.84,36.21,9,10,20,11,0
7,782,5675.277293,0.05,20.98,270.53,119057.45,6614.3,15,138,396,386,0
6,174,966.6233423,0.03,39.5,24.33,37963.44,2109.08,23,23,96,79,0
6,131,666.4576322,0.04,28.44,23.43,18957.02,1053.17,16,18,67,64,0
2,45,211.5197873,0.09,11.2,18.89,2369.02,131.61,16,10,31,14,0
10,247,1434.416666,0.04,26.7,53.72,38298.92,2127.72,21,35,158,89,0
2,38,171.8953543,0.14,7.33,23.44,1260.57,70.03,11,12,22,16,0
1,36,158.1234272,0.25,4,39.53,632.49,35.14,7,14,20,16,0
1,34,141.77745,0.15,6.5,21.81,921.55,51.2,9,9,21,13,0
1,95,451.7143127,0.19,5.34,84.58,2412.57,134.03,5,22,48,47,0
2,37,167.3717924,0.23,4.27,39.23,714.12,39.67,8,15,21,16,0
4,70,353.1075884,0.09,11.42,30.92,4032.86,224.05,14,19,39,31,0
5,180,1049.920203,0.05,21.75,48.27,22835.76,1268.65,19,38,93,87,0
2,70,353.1075884,0.14,7.39,47.77,2609.93,145,10,23,36,34,0
6,352,2231.627201,0.07,14.7,151.86,32795.22,1821.96,12,69,183,169,0
2,208,1274.890868,0.07,13.38,95.32,17051.67,947.31,14,56,101,107,0
1,290,1610.830767,0.08,12.25,131.5,19732.68,1096.26,7,40,150,140,0
1,42,189.9896022,0.24,4.16,45.71,789.64,43.87,7,16,23,19,0
9,1279,9098.911305,0.02,58.9,154.36,535507.18,29750.4,23,115,691,589,0
1,333,1839.346131,0.04,22.63,81.28,41621.78,2312.32,11,35,189,144,0
1,152,862.208652,0.11,9.15,94.27,7886.05,438.11,10,41,77,75,0
2,181,1060.29456,0.1,10.3,102.96,10918.78,606.6,11,47,93,88,0
4,378,2429.128077,0.04,24.1,100.77,58552.86,3252.94,19,67,208,170,0
2,38,166.9080621,0.22,4.5,37.09,751.09,41.73,7,14,20,18,0
1,124,655.3898751,0.11,8.79,74.53,5762.91,320.16,10,29,73,51,0
28,909,6363,0.02,63.84,99.67,406216.63,22567.59,34,94,556,353,0
1,565,2986.252254,0.03,39.48,75.64,117903.64,6550.2,11,28,364,201,0
1,565,2986.252254,0.03,39.48,75.64,117903.64,6550.2,11,28,364,201,0
5,81,366.4085184,0.04,27.19,13.48,9961.73,553.43,15,8,52,29,0
5,81,366.4085184,0.04,27.19,13.48,9961.73,553.43,15,8,52,29,0
29,2372,17955.6975,0.01,83.56,214.88,1500388.97,83354.94,25,165,1269,1103,0
1,52,247.2541501,0.24,4.2,58.87,1038.47,57.69,7,20,28,24,0
16,1054,7201.866075,0.02,43.03,167.38,309865.86,17214.77,17,97,563,491,0
1,46,210.908275,0.23,4.32,48.78,911.87,50.66,7,17,25,21,0
2,41,182.8366964,0.21,4.67,39.18,853.24,47.4,7,15,21,20,0
3,310,1845.800856,0.05,18.24,101.2,33667.41,1870.41,12,50,158,152,0
9,1296,9072,0.02,51.3,176.85,465360,25853.33,20,108,742,554,0
2,78,390,0.08,13.24,29.47,5161.76,286.76,15,17,48,30,0
13,2077,15690.88104,0.01,70.05,224.01,1099074.9,61059.72,23,165,1072,1005,0
2,163,867.4742795,0.05,21.67,40.04,18795.28,1044.18,16,24,98,65,0
4,65,318.9478887,0.08,13.14,24.27,4191.89,232.88,16,14,42,23,0
3,410,2627.850284,0.04,28.15,93.34,73984.09,4110.22,20,65,227,183,0
1,236,1421.278804,0.08,12.02,118.26,17081.67,948.98,11,54,118,118,0
3,279,1641.257411,0.04,25.3,64.87,41519.9,2306.66,17,42,154,125,0
1,208,1213.241123,0.09,11.06,109.66,13423.09,745.73,10,47,104,104,0
1,593,3922.522938,0.06,16.56,236.82,64969.6,3609.42,11,87,331,262,0
5,57,261.3428625,0.08,13,20.1,3397.46,188.75,12,12,31,26,0
6,431,2762.447493,0.03,32.81,84.19,90642.81,5035.71,21,64,231,200,0
1,100,528.5402219,0.11,9.04,58.49,4775.74,265.32,11,28,54,46,0
1,245,1544.426283,0.11,9.14,168.98,14115.6,784.2,11,68,132,113,0
5,338,2160.603289,0.06,15.5,139.39,33489.35,1860.52,14,70,183,155,0
3,197,1182,0.06,17.36,68.08,20521.53,1140.09,17,47,101,96,0
3,265,1684.751281,0.07,14.78,114.02,24894.09,1383,15,67,133,132,0
7,1933,14082.68249,0.02,54,260.81,760414.2,42245.23,17,139,1050,883,0
8,821,5853.141357,0.05,20.89,280.2,122265.62,6792.53,14,126,445,376,0
2,54,240.8093074,0.1,10.5,22.93,2528.5,140.47,11,11,33,21,0
9,112,607.7416525,0.05,21,28.94,12762.57,709.03,21,22,68,44,0
1,108,558.3519002,0.19,5.2,107.38,2903.43,161.3,6,30,56,52,0
2,234,1370.767553,0.07,15.02,91.25,20591.97,1144,13,45,130,104,0
3,300,1772.067179,0.05,19.93,88.89,35325.77,1962.54,14,46,169,131,0
2,27,116.6920586,0.15,6.75,17.29,787.67,43.76,12,8,18,9,0
24,1586,11830.03975,0.02,61.65,191.05,726113.14,40339.62,25,147,868,725,0
28,2445,18395.10898,0.01,88.44,207.99,1626925.91,90384.77,25,159,1320,1125,0
19,924,6216.5985,0.02,58.89,105.57,366067.77,20337.1,23,83,499,425,0
12,191,1156.29462,0.05,21.23,54.17,24423.22,1356.85,22,43,109,83,0
1,15,51.89147428,0.34,2.92,17.79,151.35,8.41,5,6,8,7,0
1,15,51.89147428,0.34,2.92,17.79,151.35,8.41,5,6,8,7,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,12,41.51317942,0.33,3,13.84,124.54,6.92,6,5,7,5,0
2,18,73.57433114,0.22,4.5,16.35,331.08,18.39,9,8,10,8,0
2,32,138.301699,0.12,8.25,16.76,1140.99,63.39,12,8,21,11,0
4,133,726.1044053,0.09,11.63,62.46,8440.96,468.94,12,32,71,62,0
7,162,914.3047027,0.07,14,65.31,12800.27,711.13,14,36,90,72,0
4,222,1173.359293,0.02,44.14,26.58,51795.43,2877.52,18,21,119,103,0
22,289,1886.26988,0.03,37.68,44.35,62950.34,3497.24,21,37,189,133,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
5,73,343.1320994,0.08,12.83,26.74,4403.53,244.64,11,15,38,35,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
4,76,386.6471759,0.06,16,24.17,6186.35,343.69,17,17,44,32,0
1,12,41.51317942,0.33,3,13.84,124.54,6.92,6,5,7,5,0
1,15,51.89147428,0.34,2.92,17.79,151.35,8.41,5,6,8,7,0
2,16,62.51024953,0.25,4,15.63,250.04,13.89,8,7,9,7,0
1,15,51.89147428,0.34,2.92,17.79,151.35,8.41,5,6,8,7,0
1,15,51.89147428,0.34,2.92,17.79,151.35,8.41,5,6,8,7,0
2,14,51.80615605,0.29,3.5,14.8,181.32,10.07,7,6,8,6,0
2,14,51.80615605,0.29,3.5,14.8,181.32,10.07,7,6,8,6,0
2,27,110.3614967,0.14,7.31,15.09,807.02,44.83,9,8,14,13,0
2,44,186.9088106,0.13,7.64,24.48,1427.3,79.29,8,11,23,21,0
14,179,1034.863389,0.05,21.31,48.57,22051.72,1225.1,21,34,110,69,0
2,16,62.51024953,0.25,4,15.63,250.04,13.89,8,7,9,7,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,19,65.72920075,0.3,3.33,19.72,219.1,12.17,5,6,11,8,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
1,13,41.20902502,0.5,2,20.6,82.42,4.58,4,5,8,5,0
2,20,80,0.16,6.43,12.44,514.28,28.57,9,7,10,10,0
6,80,366.7970001,0.07,15.23,24.08,5586.6,310.37,11,13,44,36,0
4,59,280.5383626,0.09,11.2,25.05,3142.03,174.56,12,15,31,28,0
2,15,55.50659577,0.21,4.67,11.89,259.02,14.39,7,6,7,8,0
4,59,280.5383626,0.09,11.2,25.05,3142.03,174.56,12,15,31,28,0
3,51,224.0081886,0.11,9.38,23.89,2100.08,116.67,9,12,26,25,0
4,59,280.5383626,0.09,11.2,25.05,3142.03,174.56,12,15,31,28,0
5,57,267.9250639,0.09,11.57,23.15,3100.28,172.24,12,14,30,27,0
4,53,232.7928234,0.09,11.36,20.49,2645.37,146.97,10,11,28,25,0
